vehicle_id,batch_id,temperature,voltage,charge_cycles,depth_of_discharge,fast_charge_frequency,current,state_of_charge,state_of_health,internal_resistance,ambient_temperature,battery_age_months,health_score,rul_days,thermal_stress_index,failure_risk,maintenance_due
EV-66E5E941,BATCH_A,36.93,386.15,272,81.82,2,116.22,88.46,90.94,33.4,28.23,5,81.01,1160,6.52,Low,No
EV-FCF24CCC,BATCH_B,37.22,380.75,843,91.9,2,157.41,86.35,90.15,31.15,31.01,47,73.52,984,4.66,Medium,No
EV-C8E4D2AD,BATCH_C,54.04887731455889,406.88,769,93.63,7,151.66,89.58,76.67119212073891,47.571055342159,34.42,19,47.56,575,39.26,High,Yes
EV-4AC8E0A1,BATCH_A,29.69,389.24,1411,68.07,0,186.35,51.22,91.48,30.83,19.18,93,71.1,846,2.63,Medium,No
EV-4DACAE0A,BATCH_A,39.72,408.07,570,62.51,3,-140.98,57.69,90.59,34.09,32.5,41,74.09,1031,7.22,Medium,No
EV-4FEFFCD3,BATCH_D,29.01,398.15,1126,92.45,6,213.38,45.27,79.14,53.22,20.83,86,53.51,609,14.32,High,No
EV-4D7CA666,BATCH_B,31.7,390.35,1360,63.86,5,28.23,59.27,83.3,44.78,26.58,91,54.75,624,7.68,High,No
EV-F00AFB3A,BATCH_B,47.0,404.17,1393,93.67,6,19.53,82.75,80.69,51.21,39.11,93,44.7,453,13.81,High,Yes
EV-AD1B27C1,BATCH_B,27.34,409.65,1622,73.64,1,-15.83,85.32,86.42,42.28,19.31,106,60.42,693,4.02,Medium,No
EV-C3684A86,BATCH_D,41.89,385.25,185,70.8,6,77.17,84.04,88.88,35.22,34.16,11,72.64,1012,13.53,Medium,No
EV-8F281CDA,BATCH_B,37.04,404.79,521,87.56,4,-28.43,59.15,88.59,35.99,31.62,23,72.71,969,6.77,Medium,No
EV-3981F141,BATCH_D,27.62,399.22,399,78.65,0,-100.33,66.61,98.03,16.31,19.62,28,93.06,1320,2.0,Low,No
EV-7780C4BB,BATCH_C,64.63891323399287,380.85,1162,84.41,7,47.22,87.94,70.26514094549606,64.54068511518433,42.2,53,23.94,217,44.88,Critical,Yes
EV-E29EE426,BATCH_C,48.14043967890123,380.53,1522,61.68,4,82.66,30.23,80.56691148185072,52.11670353659715,26.2,80,47.07,501,27.43,High,Yes
EV-ABA44B1F,BATCH_D,34.0,408.09,1204,73.12,0,156.58,32.83,88.77,38.43,23.7,81,76.32,951,2.58,Medium,No
EV-937ED23A,BATCH_A,54.44,400.55,1047,63.55,5,124.18,68.18,84.3,42.17,41.17,76,43.63,558,19.9,High,Yes
EV-7DE209F2,BATCH_A,44.83,395.55,1162,66.79,5,43.96,43.82,84.01,47.12,39.7,68,54.84,623,7.69,High,No
EV-6442D676,BATCH_B,43.42,403.85,317,75.14,2,125.86,86.67,96.61,19.22,30.1,13,80.49,1175,9.99,Low,No
EV-B32EF092,BATCH_A,24.81,380.52,921,65.67,1,126.42,29.73,94.89,30.59,18.5,53,81.88,1078,3.15,Low,No
EV-6FC9295C,BATCH_D,28.22,402.33,1711,55.34,5,-98.51,68.6,79.67,54.05,20.17,113,51.74,542,12.07,High,No
EV-9DB7B791,BATCH_B,24.7,400.72,582,85.28,3,-118.91,74.23,91.32,31.91,18.91,39,80.03,1087,5.79,Low,No
EV-6A427680,BATCH_D,27.58,397.8,210,71.11,1,213.41,23.03,98.5,16.52,15.98,5,93.18,1325,5.8,Low,No
EV-B070E350,BATCH_C,58.577793130394596,386.16,1417,90.55,5,-76.09,44.61,82.01163458226597,45.59557336025969,38.47,85,35.22,429,30.16,Critical,Yes
EV-4DFDF5F2,BATCH_B,28.75,380.42,1109,59.76,1,-73.38,39.73,89.32,35.92,17.97,64,72.7,915,5.39,Medium,No
EV-42C4E8CD,BATCH_A,56.12,394.24,1204,81.42,3,-75.95,67.15,87.07,40.4,42.61,92,44.15,549,13.51,High,Yes
EV-54F2C7CD,BATCH_A,37.86,392.23,507,84.26,6,-24.29,52.61,84.17,43.31,27.72,23,69.8,928,17.75,Medium,No
EV-EE6964F9,BATCH_B,37.12,389.84,990,55.21,4,-36.56,62.03,87.04,38.86,31.71,63,67.98,833,6.76,Medium,No
EV-50AD4EC3,BATCH_C,49.28676796876505,405.66,1709,58.5,5,-122.16,78.87,80.97214155504679,58.071589120898274,31.62,87,41.14,397,26.5,High,Yes
EV-6FBB5A9D,BATCH_A,27.53,400.85,874,93.99,1,146.57,82.47,86.98,41.06,18.58,50,73.37,932,4.48,Medium,No
EV-F89DBD95,BATCH_B,36.11,409.72,332,55.52,3,185.24,70.76,94.33,24.61,25.16,8,88.49,1245,10.95,Low,No
EV-BF73FA49,BATCH_C,65.0,408.3,1800,66.02,7,116.67,86.51,76.58625900745396,57.86634741753613,37.69,97,19.74,132,54.62,Critical,Yes
EV-E24FB550,BATCH_A,36.34,380.89,684,83.2,7,182.12,54.87,83.56,45.43,21.92,32,61.68,805,28.84,Medium,No
EV-7A1DC426,BATCH_A,30.8,382.89,509,53.44,5,150.64,73.73,86.56,36.93,19.58,22,73.11,1005,16.83,Medium,No
EV-A0DD281E,BATCH_D,37.33,390.31,500,88.69,7,68.65,86.68,84.57,46.36,29.71,25,65.37,829,15.24,Medium,No
EV-2D1835ED,BATCH_A,42.03,393.28,770,51.62,6,-79.25,66.16,82.78,49.04,28.5,55,58.73,722,23.68,High,No
EV-12BDBB00,BATCH_C,46.577838986916404,391.67,1800,84.38,7,77.54,54.34,70.0,72.14255411254999,27.92,113,30.23,211,37.32,Critical,Yes
EV-93915A17,BATCH_B,33.81,391.33,846,80.44,6,156.59,39.91,83.66,42.3,22.9,64,63.9,793,19.09,Medium,No
EV-5CD4CC19,BATCH_A,27.51,404.29,388,76.28,0,156.08,63.76,94.84,22.55,18.85,3,92.15,1299,2.17,Low,No
EV-FFE0A229,BATCH_D,53.88,381.69,413,60.99,5,-56.15,41.85,89.48,32.77,44.76,12,60.17,856,13.68,Medium,No
EV-C5F63DDB,BATCH_A,25.13,396.15,1475,51.68,4,113.11,49.57,83.77,46.83,18.43,116,55.25,585,8.38,High,No
EV-34B2BEB4,BATCH_D,47.5,391.33,468,67.56,7,79.02,76.58,83.11,44.66,32.64,34,56.21,725,29.72,High,No
EV-26F7E38D,BATCH_A,43.01,400.02,1211,57.5,5,-30.19,87.86,80.92,47.97,29.9,88,52.49,594,19.66,High,No
EV-138C5E0A,BATCH_B,29.1,409.89,844,68.09,3,-59.65,72.0,87.24,38.75,23.62,63,71.18,904,5.48,Medium,No
EV-71AA8069,BATCH_A,40.49,396.99,1438,73.9,1,20.84,44.31,89.93,36.14,32.76,91,61.36,760,3.87,Medium,No
EV-5B09EA49,BATCH_A,38.39,386.0,1200,68.1,4,99.99,51.73,85.91,38.54,27.99,83,63.76,789,13.0,Medium,No
EV-0A1E1933,BATCH_B,39.44,408.86,1403,83.4,2,36.92,85.6,83.21,43.95,32.31,112,59.05,663,5.35,High,No
EV-425E627F,BATCH_D,39.31,384.43,1767,56.77,0,124.12,41.02,86.38,40.65,30.67,119,60.74,636,2.16,Medium,No
EV-39473A06,BATCH_D,47.48,388.01,837,62.92,1,-85.77,68.08,93.69,28.91,34.02,52,68.31,934,6.73,Medium,No
EV-E5260F2D,BATCH_B,24.78,403.91,784,63.97,1,44.15,89.39,88.98,36.23,19.5,51,79.39,1036,2.64,Medium,No
EV-FC8140A1,BATCH_D,26.14,387.75,1052,86.16,3,113.47,32.32,89.2,34.13,19.78,82,70.88,864,6.36,Medium,No
EV-70D668B0,BATCH_A,30.63,389.42,1402,63.41,0,-124.57,86.86,88.27,36.16,16.66,92,71.31,845,3.49,Medium,No
EV-CAE1CEFD,BATCH_C,65.0,384.22,1613,55.04,7,143.79,85.31,74.35191941555954,68.7356486232764,43.29,85,16.76,71,43.42,Critical,Yes
EV-A3F656C4,BATCH_B,35.72,391.7,1024,83.68,5,-55.62,49.6,87.82,40.09,24.88,76,62.69,789,16.26,Medium,No
EV-04EA93FB,BATCH_B,53.49,387.63,295,76.53,3,46.14,46.23,92.25,29.74,44.1,13,66.59,979,9.39,Medium,No
EV-5E867145,BATCH_A,36.71,388.33,809,85.29,6,-92.04,53.27,83.12,44.57,29.25,40,62.63,775,13.06,Medium,No
EV-2769B36A,BATCH_C,62.5845728842022,381.04,1789,83.28,3,169.58,23.83,77.11272096688373,49.32268501691141,34.36,105,27.23,270,28.22,Critical,Yes
EV-DC4803E3,BATCH_C,55.51250327708739,407.29,1800,67.68,6,241.2,37.89,75.01613508735473,67.16246727766298,40.73,115,25.5,174,25.87,Critical,Yes
EV-347F3B2A,BATCH_D,46.42,382.4,1172,85.08,6,46.68,71.59,81.81,49.83,38.68,80,47.9,525,13.55,High,Yes
EV-0BA47994,BATCH_C,64.08785520604017,395.19,1790,65.83,5,90.85,76.94,83.71649106666628,47.4809882290194,39.73,91,25.46,254,36.54,Critical,Yes
EV-68466827,BATCH_B,22.09,389.17,1237,75.91,2,-105.67,37.47,88.2,36.21,15.09,80,71.71,924,5.25,Medium,No
EV-3AF89D57,BATCH_B,46.97,394.35,1650,83.08,6,-45.73,68.12,76.11,56.04,38.78,108,36.97,342,14.33,Critical,Yes
EV-2197D407,BATCH_C,31.417346375890762,391.8,1629,66.98,7,183.87,59.93,71.96893310695863,64.53627357517982,17.53,102,42.26,375,27.77,High,Yes
EV-BF1B295F,BATCH_A,42.73,392.03,859,69.3,4,-45.94,26.23,85.92,44.25,36.04,59,65.68,809,8.36,Medium,No
EV-304880F1,BATCH_C,32.92483949792115,403.2,896,91.77,3,180.9,54.59,78.07947673276539,48.534124262789035,15.42,21,67.3,838,17.5,Medium,No
EV-EF811865,BATCH_C,41.65330991121902,398.0,1144,94.78,7,-36.81,67.4,80.06226883752696,57.7812816290408,18.91,36,51.5,590,45.49,High,No
EV-53DE2E95,BATCH_B,37.93,393.74,1228,50.46,3,-96.72,42.63,84.49,46.32,26.09,79,60.64,734,11.84,Medium,No
EV-1213AA0E,BATCH_D,48.61,387.69,1202,54.29,6,-126.5,43.3,80.85,49.55,36.25,87,46.6,528,21.63,High,Yes
EV-63A925D2,BATCH_B,25.21,391.43,951,93.99,0,118.5,29.26,93.22,29.37,15.16,60,78.61,1028,2.51,Medium,No
EV-9EF4E915,BATCH_A,30.03,390.18,1029,71.06,4,-114.14,69.72,83.54,43.53,20.1,74,71.48,875,12.41,Medium,No
EV-237C5F57,BATCH_D,39.19,394.98,399,93.8,1,-37.6,45.24,92.54,26.03,24.4,18,82.83,1172,7.4,Low,No
EV-DB699C09,BATCH_D,39.87,384.95,616,83.16,4,46.51,86.5,90.25,32.37,30.51,36,71.54,975,11.7,Medium,No
EV-1777C107,BATCH_D,23.47,394.11,218,57.36,2,36.85,28.12,95.5,18.81,16.64,6,91.02,1285,5.12,Low,No
EV-BD431232,BATCH_D,55.27,393.73,336,55.06,5,137.91,30.36,90.41,38.55,44.66,5,61.08,888,15.92,Medium,No
EV-DA812C5F,BATCH_C,37.935473909825426,395.26,488,62.28,7,206.36,61.0,81.08152370372505,39.22568847182535,20.42,11,68.62,912,35.03,Medium,No
EV-F6AEE312,BATCH_A,46.88,400.44,677,80.63,1,7.67,61.32,97.04,18.16,41.62,31,75.84,1058,2.63,Medium,No
EV-180D1302,BATCH_A,25.47,401.23,1499,71.59,2,101.34,38.85,85.76,39.27,15.87,107,62.82,712,7.2,Medium,No
EV-4A8FD5D3,BATCH_A,37.07,402.03,576,93.08,7,77.66,34.8,87.15,40.4,24.75,42,64.15,850,24.64,Medium,No
EV-2B0A92D9,BATCH_A,51.38,396.41,1418,77.1,5,-112.98,37.86,79.62,49.85,38.94,102,38.46,396,18.66,Critical,Yes
EV-09888E12,BATCH_B,22.7,391.66,1430,68.11,1,108.87,86.81,91.51,31.43,15.62,98,67.98,821,3.54,Medium,No
EV-281D8BAE,BATCH_B,51.39,407.65,382,90.67,7,91.41,45.13,88.86,39.6,39.03,15,54.12,753,24.72,High,No
EV-7B859C5D,BATCH_A,43.54,394.29,1510,75.34,3,19.23,72.95,86.87,39.85,29.69,106,52.15,605,13.85,High,No
EV-06A2C3AF,BATCH_C,51.98635483049375,395.4,1534,93.8,7,120.58,65.33,70.0,72.14677783876435,33.92,78,27.9,231,36.13,Critical,Yes
EV-5C4AE1CA,BATCH_C,62.23092057017474,384.46,1332,55.75,5,211.16,78.91,82.89271725602491,47.255325197376465,42.22,59,33.6,415,30.02,Critical,Yes
EV-F2DC827B,BATCH_A,37.04,401.61,885,86.58,6,-7.82,60.99,82.26,46.71,27.39,65,58.6,728,16.89,High,No
EV-86DCC8FD,BATCH_A,52.02,381.36,454,68.73,2,131.75,41.98,95.08,23.55,38.59,14,70.39,1004,10.07,Medium,No
EV-AE1C3443,BATCH_D,39.42,404.3,1432,59.5,4,-118.71,88.75,81.75,48.36,25.24,96,60.16,629,17.73,Medium,No
EV-E5F85DF2,BATCH_C,49.77780520988384,383.5,1800,57.73,7,40.85,68.43,71.20500625512507,69.01921892171687,31.03,111,27.94,203,37.5,Critical,Yes
EV-B16A6353,BATCH_C,29.248152967783025,385.72,1754,86.72,7,128.41,33.18,77.67845809565932,57.28780217258546,17.63,88,47.94,479,23.24,High,Yes
EV-D6F49D79,BATCH_B,28.66,383.49,336,90.61,7,145.51,51.17,89.39,33.2,19.44,11,73.01,1012,18.44,Medium,No
EV-5F4EC33C,BATCH_D,39.57,397.08,780,87.52,7,-129.63,20.55,81.9,48.06,32.56,60,59.89,722,14.02,High,No
EV-CCC7361C,BATCH_D,25.11,395.4,939,82.61,4,224.11,83.36,86.38,40.09,16.11,53,71.15,851,11.25,Medium,No
EV-8D02404C,BATCH_D,35.82,381.91,429,90.18,0,16.85,53.13,95.21,24.2,27.66,29,89.77,1234,2.04,Low,No
EV-55BBB9A6,BATCH_D,41.14,388.64,1175,58.65,7,-12.46,36.25,76.46,59.4,35.93,79,46.68,473,10.42,High,Yes
EV-E02C9D3F,BATCH_B,26.86,401.34,1123,93.19,7,183.23,67.12,79.39,52.42,18.93,75,54.46,573,15.86,High,No
EV-EF51A69E,BATCH_C,52.53749007256222,402.48,1754,80.02,5,-98.36,33.96,71.97945301638788,57.3972507858017,33.66,101,31.2,222,28.32,Critical,Yes
EV-5F5B58E4,BATCH_B,53.57,387.82,647,80.46,0,-80.11,80.16,94.21,25.6,44.98,26,69.02,1007,2.15,Medium,No
EV-0303AD99,BATCH_A,39.1,383.62,1318,60.08,5,-46.87,43.82,80.41,51.08,27.92,103,53.9,608,16.77,High,No
EV-FD62C3A5,BATCH_C,65.0,406.21,1683,77.19,6,-108.34,23.53,70.54340243385049,61.36652395505998,41.89,98,15.75,100,40.44,Critical,Yes
EV-97C51E47,BATCH_A,36.89,383.54,1597,59.24,0,-5.34,70.98,87.51,36.18,30.22,105,68.89,801,1.67,Medium,No
EV-8E2CD02B,BATCH_D,42.97,399.41,1473,65.06,7,-94.89,79.4,76.84,56.5,36.98,97,43.05,425,11.98,High,Yes
EV-1CFADF75,BATCH_D,49.78,388.6,689,57.71,3,-43.59,70.06,90.37,33.28,40.04,53,65.95,910,9.74,Medium,No
EV-E06FEFAF,BATCH_D,47.9,403.62,727,56.21,2,21.53,84.26,91.47,32.52,37.6,46,64.87,903,7.72,Medium,No
EV-BC6C3041,BATCH_D,52.74,403.1,1622,82.29,5,56.94,24.87,82.96,45.8,43.31,109,35.59,353,14.14,Critical,Yes
EV-AE3D784A,BATCH_C,51.72732976016459,381.11,1201,91.51,5,-89.62,60.22,79.64694702252726,52.74782850391199,28.02,40,43.63,498,35.56,High,Yes
EV-6DBBF16E,BATCH_C,30.09133571383206,395.83,1792,91.42,7,130.12,51.23,70.0,66.43037087396858,15.24,92,40.1,349,29.7,High,Yes
EV-88BB73C7,BATCH_C,57.47469702720076,396.12,1800,67.55,6,137.55,81.59,76.1526548429713,62.81671606837108,41.43,113,22.64,164,28.08,Critical,Yes
EV-41357AC7,BATCH_C,38.82745883367618,396.2,1474,61.64,4,182.89,41.28,74.17013834506677,59.96583440996549,15.7,66,52.32,552,28.91,High,No
EV-CF5C8634,BATCH_C,39.66980294637014,408.24,1589,70.19,7,78.97,20.36,70.0,65.65597226579838,18.71,80,42.31,348,41.92,High,Yes
EV-5893F93E,BATCH_B,48.16,397.18,731,56.3,4,1.07,71.63,89.12,32.21,35.01,44,64.38,840,16.44,Medium,No
EV-A77CB094,BATCH_A,48.3,382.94,806,82.02,3,181.38,25.74,90.1,34.4,39.69,41,61.14,848,8.61,Medium,No
EV-3F2F2252,BATCH_A,27.22,400.3,764,68.12,7,73.59,74.52,84.15,42.98,21.44,54,63.48,761,11.56,Medium,No
EV-6231A970,BATCH_C,65.0,408.43,1641,82.93,7,16.77,31.4,72.61287199725321,64.20031806532478,44.9,74,16.94,102,40.2,Critical,Yes
EV-3D3226C2,BATCH_A,41.66,408.32,1214,66.62,7,230.73,62.11,81.24,48.79,29.2,88,49.32,562,24.92,High,Yes
EV-1EEFD0EA,BATCH_D,37.55,384.6,279,66.72,5,246.41,41.23,91.2,31.77,32.15,14,79.58,1074,8.1,Medium,No
EV-5FE239BD,BATCH_D,47.73,408.1,159,63.73,2,-36.61,32.82,97.33,21.12,38.51,3,77.7,1161,6.91,Medium,No
EV-4BCFCD5B,BATCH_D,22.48,394.44,112,63.94,5,30.95,43.65,91.85,29.67,17.03,0,85.21,1237,8.17,Low,No
EV-AD35C39B,BATCH_D,47.91,393.83,1080,70.25,2,29.63,80.64,90.31,30.14,37.86,60,63.15,850,7.54,Medium,No
EV-BF9B5321,BATCH_C,42.389165296594044,396.23,675,93.11,7,206.02,71.51,83.69195910245219,53.761092117738634,21.98,11,63.32,838,40.82,Medium,No
EV-B5156B62,BATCH_C,41.718356921571406,397.31,1174,52.38,3,78.1,33.26,79.44745585678653,48.85859436480279,20.77,71,57.77,671,20.95,High,No
EV-9DF675CD,BATCH_A,53.28,397.39,575,53.81,3,63.42,42.43,90.22,36.06,39.89,35,59.55,876,13.39,High,No
EV-80930E62,BATCH_A,37.26,405.79,805,64.28,5,-47.13,28.03,87.15,35.76,28.11,62,68.77,831,13.72,Medium,No
EV-530BEF04,BATCH_A,26.88,382.69,964,63.81,4,12.91,31.84,87.5,39.69,19.32,69,68.29,859,9.45,Medium,No
EV-56E9A287,BATCH_C,43.92501503415154,384.27,565,90.19,2,-46.83,85.91,92.60377036391692,30.97004619136669,23.94,23,71.17,1035,14.99,Medium,No
EV-B5DC7DE4,BATCH_B,51.17,389.55,1066,74.89,6,-123.82,22.02,86.47,39.81,43.48,63,50.89,665,13.46,High,No
EV-2CCDB095,BATCH_B,42.48,383.05,1451,84.33,4,110.62,28.79,80.71,49.39,31.62,116,50.57,562,13.57,High,No
EV-B0E5EE46,BATCH_D,44.91,396.21,776,57.57,3,-51.94,86.68,90.37,30.9,38.49,57,70.71,920,6.42,Medium,No
EV-E8D2A754,BATCH_D,55.04,399.59,110,57.53,7,-125.93,84.53,88.41,36.93,43.83,5,61.69,921,22.42,Medium,No
EV-F8B0D374,BATCH_C,65.0,386.38,1325,87.83,7,-37.48,31.3,77.27284896229916,63.76429309747942,44.98,76,21.45,221,40.04,Critical,Yes
EV-0815F472,BATCH_B,48.46,395.14,1438,86.09,4,203.57,86.18,77.24,56.13,41.35,92,41.86,409,8.89,High,Yes
EV-235D8549,BATCH_C,49.12845060391171,390.25,1634,70.69,7,89.81,21.11,73.35471049932545,64.5544499398454,22.38,96,35.28,320,53.5,Critical,Yes
EV-A7FB6BA1,BATCH_B,48.25,403.62,958,79.21,7,-118.99,22.17,81.09,49.37,37.87,52,47.58,573,20.76,High,Yes
EV-A188E29B,BATCH_D,52.92,398.04,1145,67.4,5,185.66,76.83,83.71,43.35,44.16,86,42.23,523,13.14,High,Yes
EV-D09B28B5,BATCH_A,52.54,386.65,466,50.89,5,-37.55,84.5,90.23,31.3,43.09,15,64.18,900,14.17,Medium,No
EV-3B4BD813,BATCH_C,58.500477000696065,409.4,691,93.53,6,-135.28,54.5,84.62913205979291,50.27123470652373,39.25,24,44.39,628,33.69,High,Yes
EV-6C9B3308,BATCH_D,27.05,402.16,360,80.25,7,91.19,32.29,85.97,40.33,20.11,14,72.5,967,13.88,Medium,No
EV-B55C8209,BATCH_B,33.49,386.84,1223,73.54,2,162.9,33.43,86.6,36.47,22.79,95,66.73,793,8.03,Medium,No
EV-F2BA22A3,BATCH_A,49.25,380.06,1378,69.22,4,119.24,65.5,82.29,46.99,35.42,88,46.07,530,17.29,High,Yes
EV-6E11CD2A,BATCH_C,34.299646474565044,394.87,1333,73.28,7,-132.61,70.49,78.89138502983435,45.05159284113786,18.65,55,55.06,597,31.3,High,No
EV-CE02A932,BATCH_B,51.97,400.69,595,93.1,0,216.8,33.78,94.07,25.17,44.71,42,66.35,935,1.81,Medium,No
EV-2030D76C,BATCH_C,32.63153566091066,380.72,992,85.87,3,224.02,78.84,78.49197342121586,46.375175125482144,15.84,39,67.8,812,16.79,Medium,No
EV-D61ADEAE,BATCH_C,55.07686945294696,402.92,1180,78.14,4,81.57,25.99,81.58720565780374,50.466921446126975,38.27,66,42.46,495,21.01,High,Yes
EV-CC4BE2DF,BATCH_A,51.99,389.04,1315,78.18,0,-123.68,67.43,90.19,29.41,42.57,100,54.47,695,2.36,High,No
EV-81677555,BATCH_A,30.39,386.99,689,76.98,6,113.89,20.74,86.05,45.96,17.87,37,69.79,876,21.91,Medium,No
EV-34140698,BATCH_D,39.57,403.49,977,70.43,1,-18.72,33.47,90.24,29.34,25.19,59,72.6,928,7.19,Medium,No
EV-14C157DB,BATCH_A,46.2,407.13,366,55.67,1,53.56,44.88,97.35,18.76,32.79,1,81.75,1183,6.71,Low,No
EV-B20F338C,BATCH_D,35.26,381.81,1381,64.03,2,24.34,87.18,89.11,34.32,22.29,92,72.11,868,9.73,Medium,No
EV-AF988FCD,BATCH_C,39.29300374333563,390.29,1045,66.6,4,-146.77,61.05,81.2389213255656,50.021749297935514,19.42,39,62.94,727,24.84,Medium,No
EV-024BBFEC,BATCH_A,55.71,386.04,874,53.08,3,-74.26,53.3,87.87,38.93,44.3,54,53.01,686,11.41,High,No
EV-A7A99A03,BATCH_D,42.67,384.87,1131,70.44,5,165.68,22.95,83.33,48.97,33.48,76,56.98,666,13.79,High,No
EV-2C217D21,BATCH_B,45.47,386.39,1455,71.63,3,157.34,77.03,85.49,40.87,35.8,117,47.43,516,9.67,High,Yes
EV-84258994,BATCH_D,44.85,380.3,566,66.1,2,71.88,29.97,95.55,22.61,39.78,26,75.58,1065,3.8,Medium,No
EV-549D7537,BATCH_D,21.62,385.93,637,57.84,5,204.15,70.32,91.36,34.09,16.32,24,81.98,1087,7.95,Low,No
EV-CF6F1E65,BATCH_C,34.35922757915178,405.29,1800,90.98,6,-141.6,67.42,70.0,56.680723780408776,20.36,108,46.49,361,24.5,High,Yes
EV-12910174,BATCH_B,58.0,409.93,804,89.67,2,201.36,24.58,90.88,29.53,43.23,47,53.43,747,11.08,High,No
EV-65123E98,BATCH_B,29.53,391.23,1460,76.98,3,240.79,37.12,82.33,46.32,20.75,112,57.9,649,8.78,High,No
EV-35D9938D,BATCH_A,48.57,384.46,1514,61.12,3,101.78,39.61,80.89,50.48,40.63,97,48.1,504,7.94,High,Yes
EV-3BA846B7,BATCH_B,27.09,394.12,1606,79.86,7,-124.05,55.6,75.18,60.04,21.28,108,48.64,451,11.62,High,Yes
EV-CC9D467C,BATCH_C,43.30186684973136,395.76,1569,71.75,7,232.3,53.16,74.64395512050393,64.81526282659803,20.37,63,39.24,388,45.86,Critical,Yes
EV-27BFFB2D,BATCH_B,30.81,391.31,854,57.07,6,186.97,37.82,85.13,41.65,21.56,57,65.57,802,16.19,Medium,No
EV-D5D2122C,BATCH_A,36.86,397.52,297,70.94,4,98.45,49.83,92.88,30.51,28.34,17,79.98,1131,10.65,Medium,No
EV-A652FD4E,BATCH_D,47.31,391.47,919,58.08,5,-56.48,65.17,81.02,48.63,39.14,55,52.82,634,12.26,High,No
EV-3AAD3DB7,BATCH_C,56.1234867727933,399.31,1691,85.36,7,220.64,26.89,73.14693403141516,62.02646322869564,40.28,115,22.86,136,31.69,Critical,Yes
EV-3B27772B,BATCH_C,39.371354441086496,384.14,941,88.47,7,136.47,58.02,71.68691144148764,56.251282540920556,20.72,32,50.98,595,37.3,High,No
EV-C5B2DEE0,BATCH_D,39.29,402.83,958,56.72,0,9.0,35.88,86.52,38.71,29.16,51,71.7,949,2.53,Medium,No
EV-6B02A426,BATCH_B,46.29,403.76,889,64.09,7,-74.86,73.91,81.82,49.1,36.68,60,51.04,581,19.22,High,No
EV-BC0B2D12,BATCH_D,45.89,384.17,586,89.32,7,-27.77,71.65,86.65,39.91,40.59,26,60.1,890,10.6,Medium,No
EV-C89EFD00,BATCH_D,31.02,402.58,1467,84.33,5,126.21,40.97,76.46,61.61,21.76,103,50.46,507,13.89,High,No
EV-A725C097,BATCH_A,34.14,389.91,930,78.34,2,91.2,62.55,89.3,33.77,19.61,72,72.46,931,10.9,Medium,No
EV-4686C5E5,BATCH_D,25.77,394.24,730,64.8,6,234.78,64.73,82.31,48.93,16.91,48,65.28,796,15.5,Medium,No
EV-1C98708C,BATCH_C,56.14345310233493,404.79,666,77.15,4,-139.26,33.93,88.37107703618412,38.801055286196615,35.25,11,54.49,790,26.12,High,No
EV-63B88BE1,BATCH_A,37.28,405.79,775,68.49,5,-87.19,27.75,84.94,44.13,30.56,58,67.36,881,10.08,Medium,No
EV-A2513C97,BATCH_D,57.31,383.9,817,59.26,6,22.88,69.68,84.27,45.18,43.65,61,44.02,602,23.91,High,Yes
EV-1A3D8B3C,BATCH_D,42.64,400.55,599,62.39,4,-147.02,29.99,87.86,38.75,32.62,20,68.97,934,12.53,Medium,No
EV-476100E8,BATCH_A,44.88,406.38,1514,70.71,3,80.45,71.61,83.28,46.16,30.78,105,49.83,549,14.1,High,Yes
EV-C8F4B436,BATCH_C,55.62134817567305,388.92,1688,77.59,7,173.99,32.26,76.61335003205886,60.22080037351283,36.01,82,29.69,246,39.22,Critical,Yes
EV-E68896FF,BATCH_A,48.15,406.48,672,74.2,3,116.66,24.67,88.34,38.29,41.57,50,63.71,885,6.58,Medium,No
EV-1AC98B91,BATCH_B,55.3,409.86,1694,53.44,6,-107.91,73.66,76.1,58.36,44.77,116,24.84,177,18.43,Critical,Yes
EV-F633DB7F,BATCH_C,41.451555679414994,393.87,1308,53.29,4,127.79,72.48,82.63325672166238,39.577373613909316,22.58,52,60.97,720,23.59,Medium,No
EV-B65DA815,BATCH_A,44.75,393.84,1199,53.71,5,112.81,69.95,83.51,42.94,35.11,90,52.7,552,14.46,High,No
EV-C5AE8A29,BATCH_D,46.96,380.54,495,54.52,4,-32.34,57.43,89.79,30.46,40.25,17,71.2,1004,8.39,Medium,No
EV-F30E64FA,BATCH_D,41.85,390.74,341,59.75,0,-136.22,67.25,98.09,21.54,35.32,21,84.21,1252,1.63,Low,No
EV-823FF861,BATCH_B,34.8,381.57,746,50.21,1,158.96,73.7,94.22,25.12,26.72,56,85.43,1108,4.04,Low,No
EV-4FCC3D00,BATCH_B,26.96,409.68,736,65.17,3,-73.14,66.83,87.93,35.91,17.74,47,74.38,954,9.22,Medium,No
EV-CB0775FA,BATCH_B,42.16,395.38,1443,86.7,2,-20.93,63.88,87.56,37.29,36.72,112,57.7,656,4.08,High,No
EV-CF1C018D,BATCH_B,49.38,386.41,1755,66.05,6,-80.55,48.15,73.16,64.75,43.17,119,26.38,172,10.87,Critical,Yes
EV-B855F198,BATCH_C,41.60560855173296,404.45,615,79.25,7,-2.41,24.71,80.80423975414764,55.74474291904372,28.76,1,62.18,807,25.69,Medium,No
